Voltage,PWM,Up1,Down1,Up2,Down2,Up3,Down3,Average
7.05,64,488,487,488,487,488,487,487.5
7.05,65,488,485,487,485,488,486,486.5
7.05,66,486,485,487,485,486,485,485.67
7.05,67,486,484,486,484,485,484,484.83
7.05,68,485,483,485,483,485,483,484.0
7.05,69,484,482,484,482,484,482,483.0
7.05,70,483,481,483,481,483,481,482.0
7.05,71,482,481,482,480,482,480,481.17
7.05,72,481,479,481,480,481,480,480.33
7.05,73,480,478,480,478,480,479,479.17
7.05,74,480,478,479,478,479,478,478.67
7.05,75,479,477,478,477,478,477,477.67
7.05,76,477,476,478,476,478,476,476.83
7.05,77,477,475,477,475,476,475,475.83
7.05,78,476,474,476,474,476,474,475.0
7.05,79,475,473,475,474,474,473,474.0
7.05,80,474,472,474,472,474,472,473.0
7.05,81,473,471,473,471,473,471,472.0
7.05,82,472,470,472,470,472,470,471.0
7.05,83,472,469,471,469,472,469,470.33
7.05,84,470,468,470,468,470,469,469.17
7.05,85,469,467,469,467,469,468,468.17
7.05,86,468,466,469,467,468,467,467.5
7.05,87,468,465,468,465,467,466,466.5
7.05,88,466,465,466,465,467,465,465.67
7.05,89,466,464,465,464,466,464,464.83
7.05,90,464,463,464,463,465,463,463.67
7.05,91,464,462,464,462,464,462,463.0
7.05,92,463,461,463,461,463,461,462.0
7.05,93,462,460,462,461,462,460,461.17
7.05,94,461,459,461,459,461,459,460.0
7.05,95,460,459,460,458,460,458,459.17
7.05,96,459,457,459,457,459,458,458.17
7.05,97,458,456,458,456,458,456,457.0
7.05,98,457,455,457,455,457,456,456.17
7.05,99,457,454,456,454,456,454,455.17
7.05,100,455,454,455,454,455,453,454.33
7.05,101,454,452,454,452,455,453,453.33
7.05,102,453,452,453,452,453,452,452.5
7.05,103,453,451,453,451,452,451,451.83
7.05,104,452,450,451,450,452,450,450.83
7.05,105,451,449,451,449,451,449,450.0
7.05,106,450,448,450,448,450,448,449.0
7.05,107,449,447,449,447,449,447,448.0
7.05,108,448,446,448,446,448,446,447.0
7.05,109,447,445,447,445,447,445,446.0
7.05,110,446,444,446,444,446,444,445.0
7.05,111,445,443,445,443,445,443,444.0
7.05,112,444,442,444,442,444,442,443.0
7.05,113,443,441,443,441,443,442,442.17
7.05,114,442,440,442,440,442,440,441.0
7.05,115,441,439,441,439,441,439,440.0
7.05,116,440,438,440,438,440,438,439.0
7.05,117,439,437,439,437,439,438,438.17
7.05,118,438,437,438,436,439,437,437.5
7.05,119,438,435,438,435,438,436,436.67
7.05,120,436,434,436,434,437,434,435.17
7.05,121,435,434,436,434,436,434,434.83
7.05,122,434,432,434,433,435,433,433.5
7.05,123,433,432,434,432,434,432,432.83
7.05,124,432,431,432,431,432,431,431.5
7.05,125,431,430,432,430,432,430,430.83
7.05,126,431,428,431,429,431,429,429.83
7.05,127,430,428,430,428,430,428,429.0
7.05,128,429,427,429,427,429,427,428.0
7.05,129,428,426,428,426,428,426,427.0
7.05,130,427,425,427,425,427,425,426.0
7.05,131,425,424,426,424,426,424,424.83
7.05,132,425,423,425,423,425,423,424.0
7.05,133,424,421,424,422,424,422,422.83
7.05,134,423,421,423,421,423,421,422.0
7.05,135,422,420,421,420,422,420,420.83
7.05,136,421,419,421,419,421,419,420.0
7.05,137,420,418,420,418,420,418,419.0
7.05,138,419,417,419,417,420,417,418.17
7.05,139,418,416,418,417,418,417,417.33
7.05,140,417,416,417,415,417,415,416.17
7.05,141,416,414,416,414,416,415,415.17
7.05,142,415,413,415,413,415,413,414.0
7.05,143,414,412,414,412,414,413,413.17
7.05,144,413,411,413,411,413,412,412.17
7.05,145,412,410,413,411,412,411,411.5
7.05,146,411,410,412,410,411,410,410.67
7.05,147,410,408,410,409,411,409,409.5
7.05,148,409,407,409,408,410,408,408.5
7.05,149,408,406,409,407,409,407,407.67
7.05,150,407,406,407,405,408,405,406.33
7.05,151,406,404,407,405,407,405,405.67
7.05,152,405,403,406,404,405,404,404.5
7.05,153,404,403,404,403,405,403,403.67
7.05,154,403,402,404,402,404,402,402.83
7.05,155,403,401,403,401,402,401,401.83
7.05,156,401,400,402,400,402,400,400.83
7.05,157,401,399,400,399,400,399,399.67
7.05,158,399,398,400,398,400,398,398.83
7.05,159,399,397,399,397,399,397,398.0
7.05,160,397,396,397,396,398,396,396.67
7.05,161,396,395,397,395,397,395,395.83
7.05,162,395,394,396,394,396,394,394.83
7.05,163,394,393,395,393,395,393,393.83
7.05,164,393,392,394,393,394,392,393.0
7.05,165,393,391,393,391,393,391,392.0
7.05,166,392,390,392,390,392,390,391.0
7.05,167,390,389,391,389,392,390,390.17
7.05,168,390,388,390,388,390,389,389.17
7.05,169,388,386,389,387,389,387,387.67
7.05,170,388,386,388,386,388,387,387.17
7.05,171,386,385,387,385,387,385,385.83
7.05,172,386,384,386,384,386,384,385.0
7.05,173,385,383,385,383,385,384,384.17
7.05,174,384,382,384,382,384,383,383.17
7.05,175,383,381,383,382,383,382,382.33
7.05,176,382,380,382,380,383,380,381.17
7.05,177,381,379,381,379,382,380,380.33
7.05,178,380,378,380,378,381,379,379.33
7.05,179,379,377,379,378,379,378,378.33
7.05,180,378,376,378,376,378,377,377.17
7.05,181,377,375,377,375,377,376,376.17
7.05,182,376,374,376,374,376,375,375.17
7.05,183,375,373,375,374,376,374,374.5
7.05,184,374,372,374,372,374,373,373.17
7.05,185,373,371,373,372,373,372,372.33
7.05,186,372,370,372,370,372,371,371.17
7.05,187,371,369,371,370,372,370,370.5
7.05,188,370,368,370,369,371,369,369.5
7.05,189,369,367,369,368,370,368,368.5
7.05,190,368,366,368,367,368,367,367.33
7.05,191,368,365,367,366,368,366,366.67
7.05,192,366,364,367,365,367,365,365.67
7.05,193,365,363,365,364,366,364,364.5
7.05,194,364,362,364,363,365,363,363.5
7.05,195,363,362,364,362,364,362,362.83
7.05,196,362,360,362,361,363,361,361.5
7.05,197,361,359,361,360,362,360,360.5
7.05,198,360,358,361,359,361,359,359.67
7.05,199,359,357,360,358,360,358,358.67
7.05,200,358,356,358,357,359,357,357.5
7.05,201,357,356,357,356,358,356,356.67
7.05,202,356,355,356,355,357,355,355.67
7.05,203,355,354,356,354,356,354,354.83
7.05,204,355,353,355,353,355,353,354.0
7.05,205,353,352,354,352,354,353,353.0
7.05,206,352,350,353,351,353,352,351.83
7.05,207,351,350,352,349,352,350,350.67
7.05,208,351,349,351,349,351,349,350.0
7.05,209,350,348,350,348,350,349,349.17
7.05,210,348,347,349,347,349,348,348.0
7.05,211,348,346,348,346,349,346,347.17
7.05,212,347,345,347,345,347,345,346.0
7.05,213,346,344,346,344,347,345,345.33
7.05,214,345,343,345,343,345,344,344.17
7.05,215,344,342,344,342,344,343,343.17
7.05,216,343,341,343,341,343,341,342.0
7.05,217,342,340,342,341,342,341,341.33
7.05,218,341,339,341,339,341,340,340.17
7.05,219,340,338,340,338,340,339,339.17
7.05,220,339,337,339,337,339,338,338.17
7.05,221,338,336,339,337,339,336,337.5
7.05,222,337,335,337,336,338,336,336.5
7.05,223,336,334,336,335,337,335,335.5
7.05,224,335,333,335,333,336,334,334.33
7.05,225,334,332,335,333,335,333,333.67
7.05,226,333,331,333,332,334,332,332.5
7.05,227,332,330,332,331,333,331,331.5
7.05,228,331,329,331,330,332,330,330.5
7.05,229,330,329,330,329,331,329,329.67
7.05,230,329,327,329,328,330,328,328.5
7.05,231,328,327,328,327,329,327,327.67
7.05,232,327,325,328,326,328,326,326.67
7.05,233,326,324,327,325,327,325,325.67
7.05,234,325,324,326,324,326,324,324.83
7.05,235,324,323,325,323,325,324,324.0
7.05,236,323,322,323,322,324,323,322.83
7.05,237,322,321,322,321,323,322,321.83
7.05,238,321,320,322,320,322,321,321.0
7.05,239,320,319,321,320,321,320,320.17
7.05,240,319,318,320,319,320,319,319.17
7.05,241,318,317,319,318,320,318,318.33
7.05,242,318,316,318,317,318,317,317.33
7.05,243,316,316,317,316,317,316,316.33
7.05,244,316,314,316,315,317,315,315.5
7.05,245,315,313,315,314,315,314,314.33
7.05,246,313,312,314,312,315,314,313.33
7.05,247,313,312,313,312,313,313,312.67
7.05,248,311,310,312,312,313,312,311.67
7.05,249,310,309,311,310,311,310,310.17
7.05,250,310,309,310,309,310,310,309.67
7.05,251,309,308,309,308,310,309,308.83
7.05,252,308,307,309,308,309,308,308.17
7.05,253,307,306,307,307,308,307,307.0
7.05,254,305,305,306,306,306,306,305.67
7.05,255,304,304,305,305,305,305,304.67
