Voltage,PWM,Up1,Down1,Up2,Down2,Up3,Down3,Average
5.7,182,408,406,407,406,407,406,406.67
5.7,183,407,405,407,405,407,405,406.0
5.7,184,406,405,406,404,406,405,405.33
5.7,185,405,403,405,403,405,404,404.17
5.7,186,405,403,404,403,404,403,403.67
5.7,187,403,402,404,402,404,402,402.83
5.7,188,403,401,403,401,403,401,402.0
5.7,189,402,400,402,400,402,400,401.0
5.7,190,401,399,401,399,401,399,400.0
5.7,191,400,399,400,399,400,399,399.5
5.7,192,399,398,400,398,400,398,398.83
5.7,193,399,397,399,397,399,397,398.0
5.7,194,398,397,398,396,398,396,397.17
5.7,195,397,395,397,395,397,395,396.0
5.7,196,396,395,396,394,396,395,395.33
5.7,197,395,394,396,394,396,394,394.83
5.7,198,395,393,394,393,395,393,393.83
5.7,199,394,392,394,392,394,392,393.0
5.7,200,393,391,393,391,393,392,392.17
5.7,201,392,391,392,391,392,391,391.5
5.7,202,391,390,391,390,392,390,390.67
5.7,203,391,389,391,389,391,389,390.0
5.7,204,390,388,389,388,390,388,388.83
5.7,205,389,388,389,387,389,388,388.33
5.7,206,388,387,389,387,388,387,387.67
5.7,207,387,386,387,386,388,386,386.67
5.7,208,386,385,387,385,387,385,385.83
5.7,209,386,384,386,384,386,384,385.0
5.7,210,385,384,385,384,385,384,384.5
5.7,211,384,383,384,383,384,383,383.5
5.7,212,384,382,384,382,383,382,382.83
5.7,213,383,381,382,381,383,381,381.83
5.7,214,381,380,382,381,382,380,381.0
5.7,215,381,379,381,380,381,379,380.17
5.7,216,380,379,380,379,380,379,379.5
5.7,217,379,377,380,378,379,378,378.5
5.7,218,378,377,378,377,379,377,377.67
5.7,219,378,376,377,376,378,376,376.83
5.7,220,377,375,377,375,377,376,376.17
5.7,221,376,375,376,375,376,375,375.5
5.7,222,375,374,375,374,375,374,374.5
5.7,223,375,373,374,373,375,373,373.83
5.7,224,374,372,374,372,374,372,373.0
5.7,225,372,372,373,372,373,372,372.33
5.7,226,372,370,372,370,372,371,371.17
5.7,227,371,370,371,370,371,370,370.5
5.7,228,370,369,371,369,370,369,369.67
5.7,229,369,368,370,368,370,369,369.0
5.7,230,369,368,369,368,369,368,368.5
5.7,231,368,367,368,367,368,367,367.5
5.7,232,367,366,367,366,367,366,366.5
5.7,233,366,365,366,365,367,365,365.67
5.7,234,366,364,365,365,366,364,365.0
5.7,235,365,363,365,364,365,364,364.33
5.7,236,364,363,364,363,364,363,363.5
5.7,237,363,362,363,362,363,362,362.5
5.7,238,362,361,362,361,362,361,361.5
5.7,239,361,361,361,361,361,360,360.83
5.7,240,360,360,361,360,361,360,360.33
5.7,241,360,359,360,359,360,359,359.5
5.7,242,359,358,359,358,359,358,358.5
5.7,243,358,357,358,357,359,357,357.67
5.7,244,358,357,358,357,358,357,357.5
5.7,245,356,356,357,355,357,356,356.17
5.7,246,356,355,356,355,356,355,355.5
5.7,247,355,354,355,354,355,355,354.67
5.7,248,354,353,354,353,354,354,353.67
5.7,249,353,353,353,352,354,353,353.0
5.7,250,353,352,353,352,353,352,352.5
5.7,251,352,351,352,351,352,351,351.5
5.7,252,351,350,351,350,351,351,350.67
5.7,253,350,350,350,350,351,350,350.17
5.7,254,349,349,349,349,350,349,349.17
5.7,255,348,348,348,348,349,349,348.33
