Voltage,PWM,Up1,Down1,Up2,Down2,Up3,Down3,Average
7.7,73,475,473,475,473,475,473,474.0
7.7,74,475,472,474,472,474,473,473.33
7.7,75,473,471,473,471,473,471,472.0
7.7,76,472,470,472,470,473,471,471.33
7.7,77,471,469,471,469,471,470,470.17
7.7,78,470,469,470,469,470,468,469.33
7.7,79,470,467,470,467,470,467,468.5
7.7,80,468,467,468,466,468,466,467.17
7.7,81,467,465,467,466,468,466,466.5
7.7,82,466,464,466,464,466,465,465.17
7.7,83,465,464,465,464,465,464,464.5
7.7,84,465,462,464,462,464,463,463.33
7.7,85,463,462,463,462,464,461,462.5
7.7,86,462,460,462,460,462,461,461.17
7.7,87,461,459,461,459,461,459,460.0
7.7,88,460,458,460,458,460,459,459.17
7.7,89,460,457,460,457,460,457,458.5
7.7,90,458,456,458,457,458,457,457.33
7.7,91,457,455,457,455,458,455,456.17
7.7,92,456,454,457,454,456,455,455.33
7.7,93,455,453,455,453,455,454,454.17
7.7,94,455,452,455,452,454,452,453.33
7.7,95,453,451,453,451,453,452,452.17
7.7,96,452,450,452,450,453,451,451.33
7.7,97,451,449,451,449,451,450,450.17
7.7,98,450,448,450,448,450,449,449.17
7.7,99,450,447,449,447,450,448,448.5
7.7,100,448,446,448,446,448,447,447.17
7.7,101,447,445,447,445,448,445,446.17
7.7,102,446,444,446,445,446,445,445.33
7.7,103,445,443,445,444,446,443,444.33
7.7,104,444,442,444,442,444,443,443.17
7.7,105,443,441,443,441,443,441,442.0
7.7,106,442,440,442,440,442,440,441.0
7.7,107,441,439,441,439,441,439,440.0
7.7,108,440,438,440,438,440,438,439.0
7.7,109,439,437,439,437,439,437,438.0
7.7,110,438,436,438,436,438,436,437.0
7.7,111,437,435,437,435,437,435,436.0
7.7,112,436,434,436,434,436,434,435.0
7.7,113,435,433,435,433,435,433,434.0
7.7,114,434,432,434,432,434,432,433.0
7.7,115,433,431,433,431,433,431,432.0
7.7,116,432,430,432,430,432,430,431.0
7.7,117,431,429,431,429,431,429,430.0
7.7,118,430,428,430,428,430,428,429.0
7.7,119,429,427,429,427,429,427,428.0
7.7,120,428,426,428,426,428,426,427.0
7.7,121,427,425,427,425,427,425,426.0
7.7,122,426,424,425,424,426,424,424.83
7.7,123,425,423,425,423,425,423,424.0
7.7,124,423,421,424,421,424,422,422.5
7.7,125,422,421,423,421,423,421,421.83
7.7,126,421,419,422,420,422,420,420.67
7.7,127,420,418,420,419,421,419,419.5
7.7,128,419,417,420,418,420,418,418.67
7.7,129,418,416,418,417,419,417,417.5
7.7,130,417,415,418,415,418,416,416.5
7.7,131,416,414,416,414,417,415,415.33
7.7,132,415,413,415,414,416,414,414.5
7.7,133,414,412,414,412,414,412,413.0
7.7,134,413,411,413,411,414,412,412.33
7.7,135,412,410,412,410,412,411,411.17
7.7,136,411,409,411,409,411,410,410.17
7.7,137,410,408,410,408,410,408,409.0
7.7,138,409,407,409,408,409,407,408.17
7.7,139,408,406,409,406,408,406,407.17
7.7,140,407,405,407,405,407,406,406.17
7.7,141,406,404,406,404,406,404,405.0
7.7,142,405,403,405,403,405,403,404.0
7.7,143,404,402,404,402,404,402,403.0
7.7,144,403,401,403,401,403,401,402.0
7.7,145,402,400,402,400,402,400,401.0
7.7,146,401,399,401,399,401,399,400.0
7.7,147,399,398,400,398,400,398,398.83
7.7,148,399,397,399,397,400,397,398.17
7.7,149,398,396,398,396,398,396,397.0
7.7,150,397,395,397,395,397,395,396.0
7.7,151,395,393,395,394,396,394,394.5
7.7,152,394,393,395,393,395,393,393.83
7.7,153,393,392,394,392,394,392,392.83
7.7,154,392,391,393,390,393,391,391.67
7.7,155,391,389,392,390,392,390,390.67
7.7,156,390,388,391,389,391,389,389.67
7.7,157,389,388,389,388,389,388,388.5
7.7,158,388,386,388,386,388,387,387.17
7.7,159,387,385,387,386,388,386,386.5
7.7,160,386,384,386,384,386,385,385.17
7.7,161,385,383,385,384,386,384,384.5
7.7,162,384,382,384,382,384,383,383.17
7.7,163,383,381,383,381,384,381,382.17
7.7,164,382,380,382,380,382,381,381.17
7.7,165,381,379,381,379,381,380,380.17
7.7,166,380,378,380,378,380,379,379.17
7.7,167,379,377,379,377,379,378,378.17
7.7,168,378,376,378,376,378,377,377.17
7.7,169,376,375,377,375,377,375,375.83
7.7,170,375,373,376,374,376,374,374.67
7.7,171,375,373,375,373,375,373,374.0
7.7,172,373,372,374,372,374,372,372.83
7.7,173,372,371,372,370,373,371,371.5
7.7,174,371,370,371,370,372,370,370.67
7.7,175,370,368,371,369,371,369,369.67
7.7,176,369,368,369,368,369,368,368.5
7.7,177,368,367,368,366,369,367,367.5
7.7,178,367,365,368,366,368,366,366.67
7.7,179,366,364,366,364,367,365,365.33
7.7,180,365,363,365,364,365,364,364.33
7.7,181,364,362,365,362,365,363,363.5
7.7,182,363,361,363,361,364,362,362.33
7.7,183,362,360,362,361,363,361,361.5
7.7,184,361,359,361,359,361,360,360.17
7.7,185,360,358,360,358,360,359,359.17
7.7,186,359,357,359,357,359,358,358.17
7.7,187,358,356,358,356,359,357,357.33
7.7,188,357,355,357,355,358,355,356.17
7.7,189,356,354,356,354,356,355,355.17
7.7,190,355,353,355,353,355,353,354.0
7.7,191,354,352,354,352,354,352,353.0
7.7,192,352,351,353,351,353,351,351.83
7.7,193,351,350,352,350,352,350,350.83
7.7,194,351,348,351,349,351,349,349.83
7.7,195,350,348,350,348,350,348,349.0
7.7,196,349,346,349,347,349,347,347.83
7.7,197,347,346,347,346,348,346,346.67
7.7,198,346,344,346,345,347,345,345.5
7.7,199,345,343,346,344,346,344,344.67
7.7,200,344,342,344,343,345,343,343.5
7.7,201,343,341,344,342,344,342,342.67
7.7,202,342,340,342,341,343,341,341.5
7.7,203,341,339,342,340,342,340,340.67
7.7,204,340,339,340,339,341,339,339.67
7.7,205,339,337,339,337,339,338,338.17
7.7,206,338,336,338,336,339,337,337.33
7.7,207,337,335,337,335,337,336,336.17
7.7,208,336,334,336,335,337,335,335.5
7.7,209,335,333,335,333,335,334,334.17
7.7,210,333,332,334,333,335,333,333.33
7.7,211,333,330,333,331,333,331,331.83
7.7,212,332,330,332,330,333,331,331.33
7.7,213,331,329,331,330,331,330,330.33
7.7,214,330,328,330,328,330,328,329.0
7.7,215,329,326,329,327,329,327,327.83
7.7,216,328,326,328,326,328,326,327.0
7.7,217,327,325,327,325,327,326,326.17
7.7,218,326,324,326,324,326,324,325.0
7.7,219,325,323,325,323,325,323,324.0
7.7,220,324,321,324,322,324,323,323.0
7.7,221,322,320,323,321,324,321,321.83
7.7,222,321,319,322,320,322,320,320.67
7.7,223,320,319,321,319,321,319,319.83
7.7,224,319,318,319,318,320,318,318.67
7.7,225,318,317,319,317,319,317,317.83
7.7,226,318,315,318,316,318,316,316.83
7.7,227,316,314,317,315,317,315,315.67
7.7,228,315,313,316,314,316,314,314.67
7.7,229,314,312,314,313,314,314,313.5
7.7,230,313,311,313,312,314,312,312.5
7.7,231,312,310,312,311,313,311,311.5
7.7,232,311,309,311,310,312,310,310.5
7.7,233,310,308,310,309,310,309,309.33
7.7,234,309,307,309,308,310,308,308.5
7.7,235,308,306,308,307,309,307,307.5
7.7,236,307,306,307,306,308,306,306.67
7.7,237,306,304,306,305,307,305,305.5
7.7,238,305,303,305,304,306,304,304.5
7.7,239,304,303,304,303,305,303,303.67
7.7,240,303,301,303,302,304,302,302.5
7.7,241,302,300,303,301,303,301,301.67
7.7,242,301,299,301,300,301,300,300.33
7.7,243,300,299,300,299,301,299,299.67
7.7,244,298,297,299,298,300,298,298.33
7.7,245,297,296,298,297,298,297,297.17
7.7,246,297,295,297,296,297,296,296.33
7.7,247,296,294,296,295,297,296,295.67
7.7,248,295,293,295,294,295,294,294.33
7.7,249,293,292,294,293,294,294,293.33
7.7,250,292,292,293,292,293,292,292.33
7.7,251,292,291,292,291,292,292,291.67
7.7,252,290,289,291,290,291,291,290.33
7.7,253,289,288,290,289,290,289,289.17
7.7,254,288,287,288,288,289,288,288.0
7.7,255,287,287,287,287,288,288,287.33
