Voltage,PWM,Up1,Down1,Up2,Down2,Up3,Down3,Average
4.12,190,437,436,437,436,437,436,436.5
4.12,191,437,435,437,435,436,435,435.83
4.12,192,436,435,436,434,436,435,435.33
4.12,193,435,434,435,434,435,434,434.5
4.12,194,435,433,435,434,435,434,434.33
4.12,195,434,433,434,433,434,433,433.5
4.12,196,434,432,434,432,434,433,433.17
4.12,197,433,432,433,432,433,432,432.5
4.12,198,432,431,432,431,432,431,431.5
4.12,199,431,431,432,430,432,430,431.0
4.12,200,431,430,431,430,431,430,430.5
4.12,201,430,429,431,429,431,429,429.83
4.12,202,430,428,430,429,429,428,429.0
4.12,203,429,428,429,428,429,428,428.5
4.12,204,429,427,428,428,429,428,428.17
4.12,205,428,427,428,427,428,426,427.33
4.12,206,427,426,427,426,427,426,426.5
4.12,207,427,425,427,425,427,426,426.17
4.12,208,426,425,426,425,426,425,425.5
4.12,209,426,424,425,424,426,424,424.83
4.12,210,425,424,425,424,425,424,424.5
4.12,211,424,423,424,423,424,423,423.5
4.12,212,424,423,424,422,424,423,423.33
4.12,213,423,422,423,422,423,422,422.5
4.12,214,422,421,422,421,422,421,421.5
4.12,215,422,420,422,421,422,421,421.33
4.12,216,421,420,421,420,421,420,420.5
4.12,217,420,419,421,419,421,420,420.0
4.12,218,420,419,420,419,420,418,419.33
4.12,219,419,418,419,418,419,418,418.5
4.12,220,419,418,419,418,419,417,418.33
4.12,221,418,417,418,417,418,417,417.5
4.12,222,418,416,417,416,417,416,416.67
4.12,223,417,416,417,416,417,416,416.5
4.12,224,416,415,416,415,416,415,415.5
4.12,225,416,415,416,415,415,415,415.33
4.12,226,415,414,415,414,415,414,414.5
4.12,227,414,413,414,413,414,413,413.5
4.12,228,414,413,414,413,414,412,413.33
4.12,229,413,412,413,412,413,412,412.5
4.12,230,412,412,412,411,412,411,411.67
4.12,231,412,411,412,411,412,411,411.5
4.12,232,411,410,411,410,412,410,410.67
4.12,233,411,410,411,410,411,410,410.5
4.12,234,410,409,410,409,410,409,409.5
4.12,235,409,408,409,409,410,409,409.0
4.12,236,409,408,409,408,409,408,408.5
4.12,237,408,407,408,407,408,407,407.5
4.12,238,408,407,407,406,407,407,407.0
4.12,239,407,406,407,406,407,406,406.5
4.12,240,406,406,406,406,406,405,405.83
4.12,241,406,405,406,405,406,405,405.5
4.12,242,405,404,405,405,405,404,404.67
4.12,243,404,404,405,404,404,404,404.17
4.12,244,404,403,404,403,403,403,403.33
4.12,245,404,402,403,402,403,402,402.67
4.12,246,403,402,403,402,402,402,402.33
4.12,247,402,401,402,401,402,402,401.67
4.12,248,401,401,401,401,401,401,401.0
4.12,249,401,400,400,400,401,400,400.33
4.12,250,400,399,400,400,400,400,399.83
4.12,251,400,399,399,399,399,399,399.17
4.12,252,399,399,399,399,399,398,398.83
4.12,253,398,398,398,398,398,398,398.0
4.12,254,398,397,397,397,398,397,397.33
4.12,255,397,397,397,397,397,397,397.0
