Voltage,PWM,Up1,Down1,Up2,Down2,Up3,Down3,Average
4.6,176,435,434,436,434,436,434,434.83
4.6,177,435,433,435,433,435,433,434.0
4.6,178,434,433,434,433,435,433,433.67
4.6,179,434,432,434,432,434,432,433.0
4.6,180,433,431,433,432,433,431,432.17
4.6,181,432,431,432,431,432,431,431.5
4.6,182,432,430,431,430,432,430,430.83
4.6,183,431,429,431,430,431,430,430.33
4.6,184,431,429,430,429,430,429,429.67
4.6,185,429,428,430,428,429,428,428.67
4.6,186,429,428,429,427,429,427,428.17
4.6,187,428,427,428,427,428,426,427.33
4.6,188,428,426,427,426,428,426,426.83
4.6,189,427,426,427,425,427,426,426.33
4.6,190,426,425,426,425,426,425,425.5
4.6,191,425,424,425,424,426,424,424.67
4.6,192,425,423,425,423,425,424,424.17
4.6,193,424,423,424,423,424,423,423.5
4.6,194,423,422,424,422,424,422,422.83
4.6,195,423,422,422,421,423,421,422.0
4.6,196,422,421,422,421,422,421,421.5
4.6,197,421,420,421,420,421,420,420.5
4.6,198,421,419,421,420,421,420,420.33
4.6,199,420,418,420,419,420,419,419.33
4.6,200,420,418,420,418,420,418,419.0
4.6,201,419,417,419,418,419,417,418.17
4.6,202,418,417,418,417,418,417,417.5
4.6,203,418,416,418,416,417,416,416.83
4.6,204,417,416,417,415,417,415,416.17
4.6,205,416,415,416,415,416,414,415.33
4.6,206,415,414,416,414,415,414,414.67
4.6,207,415,413,415,413,415,413,414.0
4.6,208,414,413,414,413,414,413,413.5
4.6,209,413,412,413,412,414,412,412.67
4.6,210,413,411,413,411,413,411,412.0
4.6,211,412,411,412,411,412,411,411.5
4.6,212,411,410,412,410,411,410,410.67
4.6,213,411,409,411,410,411,409,410.17
4.6,214,410,409,410,409,410,409,409.5
4.6,215,410,408,409,408,409,408,408.67
4.6,216,409,407,408,407,409,408,408.0
4.6,217,408,407,408,407,408,407,407.5
4.6,218,407,406,407,406,407,406,406.5
4.6,219,407,405,407,406,407,405,406.17
4.6,220,406,405,406,405,406,405,405.5
4.6,221,405,404,405,404,405,404,404.5
4.6,222,404,403,404,404,404,404,403.83
4.6,223,404,403,404,403,404,403,403.5
4.6,224,403,402,403,402,403,402,402.5
4.6,225,403,402,403,401,402,401,402.0
4.6,226,402,401,402,401,402,401,401.5
4.6,227,401,400,401,400,401,400,400.5
4.6,228,401,400,401,399,400,400,400.17
4.6,229,400,399,400,399,400,399,399.5
4.6,230,399,398,399,398,399,398,398.5
4.6,231,399,398,398,398,399,398,398.33
4.6,232,398,397,398,397,398,397,397.5
4.6,233,397,396,397,396,397,396,396.5
4.6,234,396,395,396,395,397,395,395.67
4.6,235,396,395,396,394,395,395,395.17
4.6,236,395,394,395,394,395,394,394.5
4.6,237,395,393,394,393,394,393,393.67
4.6,238,394,393,394,393,394,393,393.5
4.6,239,393,392,393,392,393,392,392.5
4.6,240,392,391,392,391,392,392,391.67
4.6,241,392,391,392,391,392,391,391.5
4.6,242,391,390,391,390,391,390,390.5
4.6,243,390,389,390,390,390,390,389.83
4.6,244,390,389,390,389,390,389,389.5
4.6,245,389,388,389,388,389,388,388.5
4.6,246,388,388,388,388,388,388,388.0
4.6,247,388,387,387,387,388,387,387.33
4.6,248,387,386,387,387,386,386,386.5
4.6,249,386,386,386,386,386,386,386.0
4.6,250,386,385,386,385,385,385,385.33
4.6,251,385,385,385,384,385,384,384.67
4.6,252,384,384,384,384,384,384,384.0
4.6,253,384,383,384,383,384,383,383.5
4.6,254,383,383,383,383,383,383,383.0
4.6,255,382,382,382,382,382,382,382.0
