Voltage,PWM,Up1,Down1,Up2,Down2,Up3,Down3,Average
5.1,48,513,512,512,512,513,512,512.33
5.1,49,512,512,512,511,512,511,511.67
5.1,50,512,510,511,511,511,511,511.0
5.1,51,511,510,511,510,511,510,510.5
5.1,52,511,509,511,509,510,509,509.83
5.1,53,510,509,510,508,509,509,509.17
5.1,54,509,508,509,508,509,508,508.5
5.1,55,509,507,508,508,509,507,508.0
5.1,56,508,507,508,507,508,507,507.5
5.1,57,508,506,507,506,507,506,506.67
5.1,58,507,505,507,506,507,506,506.33
5.1,59,506,505,506,505,506,505,505.5
5.1,60,505,504,506,504,505,504,504.67
5.1,61,505,504,505,503,505,504,504.33
5.1,62,504,503,504,503,504,503,503.5
5.1,63,504,502,503,503,504,503,503.17
5.1,64,503,502,503,502,503,502,502.5
5.1,65,502,501,502,501,502,501,501.5
5.1,66,502,501,502,500,501,500,501.0
5.1,67,501,500,501,500,501,500,500.5
5.1,68,501,499,500,499,500,499,499.67
5.1,69,500,499,500,499,500,498,499.33
5.1,70,499,498,499,498,499,498,498.5
5.1,71,498,497,499,497,498,497,497.67
5.1,72,498,496,498,497,498,496,497.17
5.1,73,497,496,497,496,497,496,496.5
5.1,74,497,495,497,495,496,495,495.83
5.1,75,496,494,496,494,496,494,495.0
5.1,76,495,494,495,494,496,494,494.67
5.1,77,495,493,495,493,494,494,494.0
5.1,78,494,493,494,492,494,492,493.17
5.1,79,493,492,493,492,493,492,492.5
5.1,80,493,491,493,491,493,491,492.0
5.1,81,492,491,492,491,492,490,491.33
5.1,82,492,490,491,490,491,490,490.67
5.1,83,491,489,490,489,491,489,489.83
5.1,84,490,489,490,488,490,489,489.33
5.1,85,489,488,489,488,489,488,488.5
5.1,86,489,487,489,488,488,487,488.0
5.1,87,488,486,488,487,488,487,487.33
5.1,88,487,486,487,486,487,486,486.5
5.1,89,487,485,487,485,486,485,485.83
5.1,90,486,484,486,484,486,484,485.0
5.1,91,485,484,485,484,485,484,484.5
5.1,92,485,483,485,483,484,483,483.83
5.1,93,484,482,483,483,484,482,483.0
5.1,94,483,482,483,481,483,482,482.33
5.1,95,482,481,482,481,483,481,481.67
5.1,96,482,480,482,480,482,480,481.0
5.1,97,482,480,481,480,481,480,480.67
5.1,98,480,479,480,479,481,479,479.67
5.1,99,480,479,480,478,480,479,479.33
5.1,100,479,478,479,478,479,478,478.5
5.1,101,479,477,479,477,479,477,478.0
5.1,102,478,476,478,476,478,476,477.0
5.1,103,477,475,477,475,477,475,476.0
5.1,104,477,475,476,475,476,475,475.67
5.1,105,476,474,475,474,476,474,474.83
5.1,106,475,474,475,474,475,473,474.33
5.1,107,474,473,474,473,474,473,473.5
5.1,108,474,472,474,472,474,472,473.0
5.1,109,473,471,473,471,473,471,472.0
5.1,110,472,471,472,471,472,471,471.5
5.1,111,472,470,471,470,472,470,470.83
5.1,112,471,469,471,469,471,469,470.0
5.1,113,470,469,470,469,470,469,469.5
5.1,114,470,468,470,468,470,468,469.0
5.1,115,469,467,469,467,469,467,468.0
5.1,116,468,466,468,466,468,466,467.0
5.1,117,468,465,468,466,467,466,466.67
5.1,118,466,465,467,465,467,465,465.83
5.1,119,466,464,466,465,466,464,465.17
5.1,120,465,464,465,463,465,464,464.33
5.1,121,464,463,465,463,464,463,463.67
5.1,122,464,462,464,462,464,462,463.0
5.1,123,463,462,463,461,463,461,462.17
5.1,124,463,461,462,461,462,461,461.67
5.1,125,462,460,462,460,462,460,461.0
5.1,126,461,460,461,459,461,459,460.17
5.1,127,461,459,460,459,461,459,459.83
5.1,128,460,458,460,458,460,458,459.0
5.1,129,459,457,459,457,459,457,458.0
5.1,130,458,457,458,457,458,457,457.5
5.1,131,458,456,457,456,457,456,456.67
5.1,132,456,455,457,455,457,455,455.83
5.1,133,456,454,456,454,456,454,455.0
5.1,134,455,454,455,454,456,454,454.67
5.1,135,455,453,454,453,454,453,453.67
5.1,136,454,452,454,453,454,452,453.17
5.1,137,453,452,453,452,453,452,452.5
5.1,138,452,451,452,451,453,451,451.67
5.1,139,452,450,452,450,452,450,451.0
5.1,140,451,449,451,450,451,450,450.33
5.1,141,451,449,450,449,450,449,449.67
5.1,142,450,448,450,448,449,448,448.83
5.1,143,449,447,449,447,449,447,448.0
5.1,144,448,447,448,447,448,447,447.5
5.1,145,447,446,448,446,448,446,446.83
5.1,146,447,445,446,445,447,445,445.83
5.1,147,446,444,446,445,447,445,445.5
5.1,148,446,444,446,444,445,444,444.83
5.1,149,445,443,445,443,445,443,444.0
5.1,150,444,442,444,442,444,443,443.17
5.1,151,443,442,443,442,443,442,442.5
5.1,152,443,441,443,441,443,441,442.0
5.1,153,442,440,442,440,442,440,441.0
5.1,154,441,439,441,439,441,440,440.17
5.1,155,441,439,440,439,441,439,439.83
5.1,156,440,438,440,438,440,438,439.0
5.1,157,439,437,439,437,439,437,438.0
5.1,158,438,437,438,437,439,437,437.67
5.1,159,438,436,438,436,437,436,436.83
5.1,160,437,435,437,435,437,435,436.0
5.1,161,436,435,436,435,436,435,435.5
5.1,162,435,434,435,434,435,434,434.5
5.1,163,434,433,435,433,435,433,433.83
5.1,164,434,432,434,432,434,432,433.0
5.1,165,433,432,433,432,433,432,432.5
5.1,166,432,431,432,431,433,431,431.67
5.1,167,432,430,432,430,432,430,431.0
5.1,168,431,430,431,430,431,429,430.33
5.1,169,430,429,430,429,430,429,429.5
5.1,170,429,428,430,428,430,428,428.83
5.1,171,429,427,429,427,429,427,428.0
5.1,172,428,426,429,427,428,427,427.5
5.1,173,427,426,427,426,428,426,426.67
5.1,174,426,425,427,425,427,425,425.83
5.1,175,426,424,426,424,426,424,425.0
5.1,176,425,424,425,423,426,424,424.5
5.1,177,425,423,424,423,424,423,423.67
5.1,178,424,422,423,422,424,422,422.83
5.1,179,423,422,423,422,423,422,422.5
5.1,180,422,421,422,420,422,421,421.33
5.1,181,421,420,422,420,422,420,420.83
5.1,182,421,419,421,419,421,420,420.17
5.1,183,420,418,420,418,420,419,419.17
5.1,184,419,418,419,418,419,418,418.5
5.1,185,418,417,419,417,418,417,417.67
5.1,186,418,416,418,416,418,417,417.17
5.1,187,417,416,417,416,417,415,416.33
5.1,188,416,415,416,415,416,415,415.5
5.1,189,416,414,416,414,416,414,415.0
5.1,190,415,414,415,413,415,414,414.33
5.1,191,414,413,414,413,414,413,413.5
5.1,192,413,412,413,412,413,412,412.5
5.1,193,413,411,413,411,413,411,412.0
5.1,194,412,411,412,411,412,411,411.5
5.1,195,411,410,411,410,411,410,410.5
5.1,196,411,409,411,409,411,409,410.0
5.1,197,410,408,410,408,409,408,408.83
5.1,198,409,408,409,408,409,408,408.5
5.1,199,408,407,408,407,408,407,407.5
5.1,200,408,406,408,406,408,406,407.0
5.1,201,406,405,407,405,407,406,406.0
5.1,202,406,405,406,405,406,405,405.5
5.1,203,405,404,405,404,405,404,404.5
5.1,204,404,403,405,403,405,403,403.83
5.1,205,404,402,404,402,404,403,403.17
5.1,206,403,402,403,402,403,402,402.5
5.1,207,402,401,403,401,403,401,401.83
5.1,208,402,400,402,400,402,400,401.0
5.1,209,401,399,401,399,401,400,400.17
5.1,210,400,399,400,399,400,399,399.5
5.1,211,399,398,400,398,400,398,398.83
5.1,212,399,398,399,397,399,397,398.17
5.1,213,398,396,398,397,398,397,397.33
5.1,214,397,396,398,396,398,396,396.83
5.1,215,397,395,397,395,397,395,396.0
5.1,216,396,394,396,395,396,394,395.17
5.1,217,395,394,395,394,395,394,394.5
5.1,218,394,393,394,393,395,393,393.67
5.1,219,394,392,393,392,393,392,392.67
5.1,220,393,392,393,391,393,391,392.17
5.1,221,392,390,392,391,392,391,391.33
5.1,222,391,390,391,390,392,390,390.67
5.1,223,391,389,391,389,390,389,389.83
5.1,224,390,389,390,388,390,389,389.33
5.1,225,389,388,389,388,389,388,388.5
5.1,226,388,387,388,387,388,387,387.5
5.1,227,387,386,388,387,388,387,387.17
5.1,228,387,386,387,386,387,386,386.5
5.1,229,386,385,386,385,386,385,385.5
5.1,230,385,384,386,384,386,384,384.83
5.1,231,385,384,385,384,385,384,384.5
5.1,232,384,383,384,383,384,383,383.5
5.1,233,383,382,383,382,383,382,382.5
5.1,234,383,381,382,381,383,381,381.83
5.1,235,382,381,382,380,382,381,381.33
5.1,236,381,380,381,380,381,380,380.5
5.1,237,380,379,380,379,380,380,379.67
5.1,238,380,378,380,378,380,379,379.17
5.1,239,379,378,379,378,379,378,378.5
5.1,240,378,377,378,377,378,377,377.5
5.1,241,377,377,378,377,377,376,377.0
5.1,242,376,376,377,376,377,376,376.33
5.1,243,376,375,376,375,376,375,375.5
5.1,244,375,374,375,374,375,374,374.5
5.1,245,374,374,374,374,375,374,374.17
5.1,246,374,373,374,373,374,373,373.5
5.1,247,373,372,373,372,373,372,372.5
5.1,248,372,372,372,372,372,372,372.0
5.1,249,371,371,371,371,372,371,371.17
5.1,250,371,370,371,371,371,370,370.67
5.1,251,370,369,370,369,370,369,369.5
5.1,252,369,369,369,369,369,369,369.0
5.1,253,368,368,369,368,368,368,368.17
5.1,254,368,367,368,367,368,368,367.67
5.1,255,367,367,367,367,367,367,367.0
