Voltage,PWM,Up1,Down1,Up2,Down2,Up3,Down3,Average
6.06,132,441,439,441,439,441,439,440.0
6.06,133,440,439,440,439,440,438,439.33
6.06,134,439,437,439,437,439,438,438.17
6.06,135,439,437,438,437,438,437,437.67
6.06,136,437,435,437,436,437,436,436.33
6.06,137,437,435,437,435,437,435,436.0
6.06,138,435,434,436,435,436,434,435.0
6.06,139,435,433,435,433,435,434,434.17
6.06,140,435,432,434,433,434,433,433.5
6.06,141,433,431,433,432,434,432,432.5
6.06,142,433,431,433,431,432,431,431.83
6.06,143,432,430,432,430,432,430,431.0
6.06,144,431,429,431,430,431,429,430.17
6.06,145,430,428,430,428,430,428,429.0
6.06,146,429,427,429,427,429,427,428.0
6.06,147,428,427,428,426,429,427,427.5
6.06,148,428,426,428,426,428,426,427.0
6.06,149,426,425,427,425,427,425,425.83
6.06,150,426,424,426,424,426,424,425.0
6.06,151,425,423,425,423,425,423,424.0
6.06,152,424,422,424,422,424,422,423.0
6.06,153,423,421,423,422,423,422,422.33
6.06,154,422,420,422,421,422,421,421.33
6.06,155,422,420,422,420,421,420,420.83
6.06,156,421,419,421,419,421,419,420.0
6.06,157,420,418,420,418,420,418,419.0
6.06,158,419,417,419,417,419,417,418.0
6.06,159,418,416,418,417,418,417,417.33
6.06,160,417,415,417,415,417,415,416.0
6.06,161,416,415,416,415,416,415,415.5
6.06,162,415,414,416,414,416,414,414.83
6.06,163,414,413,415,413,415,413,413.83
6.06,164,414,412,414,412,414,412,413.0
6.06,165,413,412,413,412,413,411,412.33
6.06,166,412,410,412,410,412,411,411.17
6.06,167,411,409,411,410,411,409,410.17
6.06,168,410,409,411,409,411,409,409.83
6.06,169,409,408,409,408,410,408,408.67
6.06,170,409,407,409,407,409,408,408.17
6.06,171,408,406,408,406,408,406,407.0
6.06,172,407,405,407,406,407,405,406.17
6.06,173,406,405,406,405,406,405,405.5
6.06,174,405,404,405,404,405,404,404.5
6.06,175,405,403,405,403,404,403,403.83
6.06,176,403,402,404,402,404,402,402.83
6.06,177,402,401,403,401,403,401,401.83
6.06,178,402,400,402,401,402,400,401.17
6.06,179,401,400,401,400,401,399,400.33
6.06,180,400,399,400,399,400,398,399.33
6.06,181,399,397,400,398,399,398,398.5
6.06,182,399,397,399,397,398,397,397.83
6.06,183,397,396,398,396,398,396,396.83
6.06,184,396,395,397,395,397,395,395.83
6.06,185,396,394,396,394,396,395,395.17
6.06,186,395,393,395,394,395,394,394.33
6.06,187,394,392,394,392,395,393,393.33
6.06,188,393,392,394,392,394,392,392.83
6.06,189,393,391,392,391,393,391,391.83
6.06,190,391,390,391,390,392,390,390.67
6.06,191,391,389,391,389,391,389,390.0
6.06,192,390,389,390,388,390,388,389.17
6.06,193,389,388,389,388,389,388,388.5
6.06,194,388,386,388,387,388,387,387.33
6.06,195,387,386,387,386,388,386,386.67
6.06,196,387,384,387,385,387,385,385.83
6.06,197,386,384,386,384,386,384,385.0
6.06,198,385,383,385,383,385,384,384.17
6.06,199,384,382,384,383,384,382,383.17
6.06,200,383,381,383,381,384,382,382.33
6.06,201,382,381,383,381,383,381,381.83
6.06,202,382,380,382,380,382,380,381.0
6.06,203,380,379,381,379,381,379,379.83
6.06,204,379,378,380,378,380,378,378.83
6.06,205,379,377,379,378,379,377,378.17
6.06,206,378,376,378,377,378,377,377.33
6.06,207,377,375,377,376,377,376,376.33
6.06,208,376,374,376,375,376,375,375.33
6.06,209,375,374,376,374,376,374,374.83
6.06,210,374,373,374,373,375,373,373.67
6.06,211,374,372,374,372,374,372,373.0
6.06,212,373,371,373,371,373,372,372.17
6.06,213,372,370,372,370,372,371,371.17
6.06,214,371,369,371,370,371,370,370.33
6.06,215,370,369,371,369,371,369,369.83
6.06,216,369,368,369,368,369,368,368.5
6.06,217,368,367,369,367,369,367,367.83
6.06,218,367,366,368,366,368,366,366.83
6.06,219,367,365,367,366,367,366,366.33
6.06,220,366,364,366,365,366,365,365.33
6.06,221,365,364,365,364,365,364,364.5
6.06,222,364,363,364,363,364,363,363.5
6.06,223,363,361,364,362,364,362,362.67
6.06,224,362,361,363,362,363,361,362.0
6.06,225,362,360,362,360,362,361,361.17
6.06,226,361,359,361,359,361,360,360.17
6.06,227,360,358,360,359,360,359,359.33
6.06,228,359,358,359,358,359,358,358.5
6.06,229,358,357,358,357,358,357,357.5
6.06,230,357,355,357,356,358,356,356.5
6.06,231,356,355,357,356,357,356,356.17
6.06,232,355,354,356,355,356,355,355.17
6.06,233,354,354,355,353,355,354,354.17
6.06,234,354,352,354,353,354,353,353.33
6.06,235,353,352,353,352,353,352,352.5
6.06,236,353,351,352,351,352,351,351.67
6.06,237,351,351,352,351,352,350,351.17
6.06,238,350,349,351,350,350,350,350.0
6.06,239,349,348,350,349,350,349,349.17
6.06,240,349,348,349,348,349,348,348.5
6.06,241,348,347,348,347,348,347,347.5
6.06,242,347,346,347,346,347,347,346.67
6.06,243,346,345,346,345,347,345,345.67
6.06,244,345,344,345,344,346,344,344.67
6.06,245,344,344,344,343,345,344,344.0
6.06,246,344,343,344,343,344,343,343.5
6.06,247,342,341,343,342,343,343,342.33
6.06,248,342,341,342,342,342,342,341.83
6.06,249,341,340,341,341,341,341,340.83
6.06,250,340,340,341,340,340,340,340.17
6.06,251,339,339,339,339,340,339,339.17
6.06,252,338,338,339,338,339,338,338.33
6.06,253,338,337,338,338,338,338,337.83
6.06,254,337,336,337,337,337,337,336.83
6.06,255,336,336,336,336,336,336,336.0
