Voltage,PWM,Up1,Down1,Up2,Down2,Up3,Down3,Average
6.6,139,426,425,427,424,426,424,425.33
6.6,140,425,424,425,424,425,424,424.5
6.6,141,425,423,425,423,425,423,424.0
6.6,142,424,422,424,422,424,422,423.0
6.6,143,423,421,423,421,423,421,422.0
6.6,144,422,420,422,420,422,420,421.0
6.6,145,421,419,421,419,421,419,420.0
6.6,146,420,418,420,418,420,419,419.17
6.6,147,419,417,419,418,419,417,418.17
6.6,148,419,416,418,416,419,416,417.33
6.6,149,417,416,417,416,417,415,416.33
6.6,150,416,415,417,415,416,415,415.67
6.6,151,415,414,416,414,415,414,414.67
6.6,152,415,413,415,413,415,413,414.0
6.6,153,414,412,414,412,414,412,413.0
6.6,154,413,411,413,411,413,411,412.0
6.6,155,412,410,412,410,412,410,411.0
6.6,156,411,409,411,409,411,410,410.17
6.6,157,410,408,410,408,410,408,409.0
6.6,158,409,407,409,407,409,408,408.17
6.6,159,408,406,408,406,408,407,407.17
6.6,160,407,406,407,406,407,406,406.5
6.6,161,406,404,407,404,407,405,405.5
6.6,162,406,404,405,403,406,404,404.67
6.6,163,405,403,405,403,405,403,404.0
6.6,164,404,402,404,402,404,402,403.0
6.6,165,403,401,403,401,403,401,402.0
6.6,166,402,400,402,400,402,400,401.0
6.6,167,401,399,401,399,401,400,400.17
6.6,168,400,398,400,399,400,398,399.17
6.6,169,399,397,399,397,399,398,398.17
6.6,170,398,397,398,397,398,397,397.5
6.6,171,397,395,397,396,398,396,396.5
6.6,172,397,395,397,395,397,395,396.0
6.6,173,395,394,396,394,396,394,394.83
6.6,174,394,393,395,393,395,393,393.83
6.6,175,394,392,394,392,394,392,393.0
6.6,176,393,391,393,391,393,391,392.0
6.6,177,392,390,392,390,392,391,391.17
6.6,178,391,389,391,389,391,389,390.0
6.6,179,390,388,390,388,390,388,389.0
6.6,180,389,388,389,387,389,387,388.17
6.6,181,388,387,388,386,389,387,387.5
6.6,182,387,385,387,386,387,386,386.33
6.6,183,387,385,386,385,386,385,385.67
6.6,184,385,384,385,384,386,384,384.67
6.6,185,384,383,384,383,385,383,383.67
6.6,186,384,382,384,382,384,382,383.0
6.6,187,382,381,383,381,383,381,381.83
6.6,188,382,380,382,380,382,380,381.0
6.6,189,381,379,381,379,381,379,380.0
6.6,190,380,378,380,378,380,379,379.17
6.6,191,379,377,379,377,379,377,378.0
6.6,192,378,376,378,376,378,377,377.17
6.6,193,377,375,377,376,377,376,376.33
6.6,194,376,374,377,375,377,375,375.67
6.6,195,375,373,375,374,375,374,374.33
6.6,196,374,373,375,373,375,373,373.83
6.6,197,373,372,374,372,373,372,372.67
6.6,198,372,371,373,371,373,371,371.83
6.6,199,372,370,372,370,372,370,371.0
6.6,200,371,369,371,369,371,369,370.0
6.6,201,370,368,370,368,370,368,369.0
6.6,202,369,367,369,368,369,367,368.17
6.6,203,368,366,368,366,368,366,367.0
6.6,204,367,365,367,365,367,366,366.17
6.6,205,366,364,366,364,366,365,365.17
6.6,206,365,363,365,364,365,364,364.33
6.6,207,364,362,364,363,365,363,363.5
6.6,208,363,362,364,362,363,362,362.67
6.6,209,362,361,362,361,363,361,361.67
6.6,210,361,360,362,360,362,360,360.83
6.6,211,361,359,361,359,361,359,360.0
6.6,212,360,358,360,358,360,358,359.0
6.6,213,359,357,359,357,359,358,358.17
6.6,214,357,357,358,356,358,356,357.0
6.6,215,357,355,357,356,357,356,356.33
6.6,216,356,355,356,354,356,355,355.33
6.6,217,355,353,355,353,355,354,354.17
6.6,218,354,353,354,353,354,353,353.5
6.6,219,353,352,353,352,353,352,352.5
6.6,220,352,351,353,351,352,351,351.67
6.6,221,351,350,352,350,352,350,350.83
6.6,222,350,349,350,349,351,349,349.67
6.6,223,350,348,349,348,350,348,348.83
6.6,224,349,347,349,347,349,348,348.17
6.6,225,348,346,348,346,348,347,347.17
6.6,226,347,346,347,345,347,346,346.33
6.6,227,346,344,346,345,346,345,345.33
6.6,228,345,343,345,344,345,344,344.33
6.6,229,344,343,344,342,344,343,343.33
6.6,230,343,341,343,342,343,342,342.33
6.6,231,342,341,342,341,342,341,341.5
6.6,232,341,340,341,340,341,340,340.5
6.6,233,341,339,341,339,340,340,340.0
6.6,234,340,338,339,338,340,339,339.0
6.6,235,339,337,339,337,339,337,338.0
6.6,236,337,336,338,337,338,337,337.17
6.6,237,337,336,337,335,337,336,336.33
6.6,238,336,334,336,335,336,335,335.33
6.6,239,335,334,335,334,335,334,334.5
6.6,240,334,333,334,333,335,334,333.83
6.6,241,333,332,333,332,334,332,332.67
6.6,242,332,331,332,331,333,331,331.67
6.6,243,331,330,331,330,332,330,330.67
6.6,244,330,329,330,329,331,329,329.67
6.6,245,330,328,329,329,330,329,329.17
6.6,246,328,327,329,328,329,328,328.17
6.6,247,327,326,327,327,328,327,327.0
6.6,248,327,326,327,325,327,326,326.33
6.6,249,325,325,326,325,326,325,325.33
6.6,250,325,324,325,325,325,324,324.67
6.6,251,324,323,325,324,324,324,324.0
6.6,252,323,322,324,323,323,323,323.0
6.6,253,322,321,322,321,322,322,321.67
6.6,254,321,321,321,321,322,321,321.17
6.6,255,320,320,320,320,321,320,320.17
